SR Number,Status,Sub Status
1-740506511,Completed,Resolved
1-740506511,Completed,Closed
1-740516910,Accepted,In Progress
1-740516910,Accepted,In Progress
1-740516910,Completed,In Call
1-740517185,Accepted,In Progress
1-740517185,Accepted,In Progress
1-740517185,Completed,In Call
1-740517201,Accepted,In Progress
1-740517201,Accepted,In Progress
1-740517201,Queued,Awaiting Assignment
1-740517201,Accepted,In Progress
1-740517201,Queued,Awaiting Assignment
1-740517201,Accepted,In Progress
1-740517201,Accepted,In Progress
1-740517201,Accepted,Assigned
1-740517201,Accepted,In Progress
1-740517201,Completed,Resolved
1-740517201,Completed,Closed
1-740527085,Accepted,In Progress
1-740527085,Accepted,In Progress
1-740527085,Accepted,Wait - User
1-740527085,Accepted,Wait - Vendor
1-740527085,Completed,Resolved
1-740527242,Accepted,In Progress
1-740527242,Accepted,In Progress
1-740527242,Completed,In Call
1-740527287,Accepted,In Progress
1-740527287,Accepted,In Progress
1-740527287,Accepted,Wait
1-740527287,Accepted,Wait
1-740527287,Completed,Resolved
1-740527287,Completed,Closed
1-740527503,Accepted,In Progress
1-740527503,Accepted,In Progress
1-740527503,Accepted,Wait
1-740527503,Accepted,In Progress
1-740527503,Completed,Resolved
1-740527503,Completed,Closed
1-740527544,Accepted,In Progress
1-740527544,Accepted,In Progress
1-740527544,Queued,Awaiting Assignment
1-740527544,Accepted,In Progress
1-740527544,Queued,Awaiting Assignment
1-740527544,Accepted,In Progress
1-740527544,Completed,Resolved
1-740527544,Completed,Closed
1-740527649,Accepted,In Progress
1-740527649,Accepted,In Progress
1-740527649,Completed,In Call
1-740527771,Accepted,In Progress
1-740527771,Accepted,In Progress
1-740527771,Completed,Resolved
1-740527771,Completed,Closed
1-740527807,Accepted,In Progress
1-740527807,Accepted,In Progress
1-740527807,Completed,Resolved
1-740527807,Completed,Closed
1-740529071,Accepted,In Progress
1-740529071,Accepted,In Progress
1-740529071,Accepted,In Progress
1-740529071,Queued,Awaiting Assignment
1-740529071,Accepted,In Progress
1-740529071,Queued,Awaiting Assignment
1-740529071,Accepted,In Progress
1-740529071,Queued,Awaiting Assignment
1-740529071,Accepted,Wait
1-740529071,Completed,Resolved
1-740529083,Accepted,In Progress
1-740529083,Accepted,In Progress
1-740529083,Accepted,Wait
1-740529083,Accepted,In Progress
1-740529083,Accepted,Wait - User
1-740529083,Accepted,In Progress
1-740529083,Completed,Resolved
1-740529083,Completed,Closed
1-740529221,Accepted,In Progress
1-740529221,Accepted,In Progress
1-740529221,Queued,Awaiting Assignment
1-740529221,Accepted,In Progress
1-740529221,Accepted,Assigned
1-740529221,Accepted,In Progress
1-740529221,Completed,Resolved
1-740529221,Completed,Closed
1-740529245,Accepted,In Progress
1-740529245,Accepted,In Progress
1-740529245,Completed,In Call
1-740529442,Accepted,In Progress
1-740529442,Accepted,In Progress
1-740529442,Completed,In Call
1-740529491,Accepted,In Progress
1-740529491,Accepted,In Progress
1-740529491,Completed,In Call
1-740529525,Accepted,In Progress
1-740529525,Accepted,In Progress
1-740529525,Queued,Awaiting Assignment
1-740529525,Accepted,In Progress
1-740529525,Queued,Awaiting Assignment
1-740529525,Accepted,In Progress
1-740529525,Accepted,Wait - User
1-740529525,Completed,Resolved
1-740529525,Completed,Closed
1-740529642,Accepted,In Progress
1-740529642,Accepted,In Progress
1-740529642,Completed,Resolved
1-740529642,Completed,Closed
1-740529867,Accepted,In Progress
1-740529867,Accepted,In Progress
1-740529867,Completed,In Call
1-740532920,Accepted,In Progress
1-740532920,Accepted,In Progress
1-740532920,Queued,Awaiting Assignment
1-740532920,Accepted,In Progress
1-740532920,Completed,Resolved
1-740532920,Completed,Closed
1-740532923,Accepted,In Progress
1-740532923,Accepted,In Progress
1-740532923,Completed,In Call
1-740532960,Accepted,In Progress
1-740532960,Accepted,In Progress
1-740532960,Completed,Resolved
1-740532960,Completed,Closed
1-740533149,Accepted,In Progress
1-740533149,Accepted,In Progress
1-740533149,Completed,In Call
1-740533214,Accepted,In Progress
1-740533214,Accepted,In Progress
1-740533214,Queued,Awaiting Assignment
1-740533214,Accepted,In Progress
1-740533214,Accepted,Wait - User
1-740533214,Accepted,In Progress
1-740533214,Completed,Resolved
1-740533214,Completed,Closed
1-740533246,Accepted,In Progress
1-740533246,Accepted,In Progress
1-740533246,Completed,Resolved
1-740533246,Completed,Closed
1-740533338,Accepted,In Progress
1-740533338,Accepted,In Progress
1-740533338,Completed,Resolved
1-740533338,Completed,Closed
1-740533480,Accepted,In Progress
1-740533480,Accepted,In Progress
1-740533480,Completed,In Call
1-740533531,Accepted,In Progress
1-740533531,Accepted,In Progress
1-740533531,Queued,Awaiting Assignment
1-740533531,Accepted,In Progress
1-740533531,Completed,Resolved
1-740533531,Completed,Closed
1-740533550,Accepted,In Progress
1-740533550,Accepted,In Progress
1-740533550,Queued,Awaiting Assignment
1-740533550,Accepted,In Progress
1-740533550,Completed,Resolved
1-740533550,Completed,Closed
1-740533626,Accepted,In Progress
1-740533626,Accepted,In Progress
1-740533626,Completed,Resolved
1-740533626,Completed,Closed
1-740533697,Accepted,In Progress
1-740533697,Accepted,In Progress
1-740533697,Completed,In Call
1-740533751,Accepted,In Progress
1-740533751,Accepted,In Progress
1-740533751,Queued,Awaiting Assignment
1-740533751,Accepted,In Progress
1-740533751,Accepted,Wait - Implementation
1-740533751,Accepted,In Progress
1-740533751,Queued,Awaiting Assignment
1-740533751,Accepted,In Progress
1-740533751,Queued,Awaiting Assignment
1-740533751,Accepted,In Progress
1-740533751,Accepted,Wait - Implementation
1-740533751,Accepted,In Progress
1-740533751,Completed,Resolved
1-740533751,Completed,Closed
1-740533853,Accepted,In Progress
1-740533853,Accepted,In Progress
1-740533853,Completed,In Call
1-740534221,Accepted,In Progress
1-740534221,Accepted,In Progress
1-740534221,Accepted,Wait
1-740534221,Accepted,In Progress
1-740534221,Completed,In Call
1-740534446,Accepted,In Progress
1-740534446,Accepted,In Progress
1-740534446,Queued,Awaiting Assignment
1-740534446,Accepted,In Progress
1-740534446,Accepted,Wait - User
1-740534446,Accepted,Wait - Vendor
1-740534446,Completed,Resolved
1-740534446,Completed,Closed
1-740534541,Accepted,In Progress
1-740534541,Accepted,In Progress
1-740534541,Completed,Resolved
1-740534541,Completed,Closed
1-740534568,Accepted,In Progress
1-740534568,Accepted,In Progress
1-740534568,Queued,Awaiting Assignment
1-740534568,Accepted,In Progress
1-740534568,Queued,Awaiting Assignment
1-740534568,Accepted,In Progress
1-740534568,Completed,Resolved
1-740534568,Completed,Closed
1-740534577,Accepted,In Progress
1-740534577,Accepted,In Progress
1-740534577,Accepted,Wait
1-740534577,Accepted,Wait - User
1-740534577,Accepted,In Progress
1-740534577,Completed,In Call
1-740534639,Accepted,In Progress
1-740534639,Accepted,In Progress
1-740534639,Completed,Resolved
1-740534639,Completed,Closed
1-740534867,Accepted,In Progress
1-740534867,Accepted,In Progress
1-740534867,Completed,In Call
1-740534878,Accepted,In Progress
1-740534878,Accepted,In Progress
1-740534878,Queued,Awaiting Assignment
1-740534878,Accepted,In Progress
1-740534878,Accepted,Wait - User
1-740534878,Completed,Resolved
1-740534878,Completed,Closed
1-740536916,Accepted,In Progress
1-740536916,Accepted,In Progress
1-740536916,Queued,Awaiting Assignment
1-740536916,Accepted,In Progress
1-740536916,Completed,Resolved
1-740536916,Completed,Closed
1-740537188,Accepted,In Progress
1-740537188,Accepted,In Progress
1-740537188,Completed,In Call
1-740537324,Accepted,In Progress
1-740537324,Accepted,In Progress
1-740537324,Completed,In Call
1-740537367,Accepted,In Progress
1-740537367,Accepted,In Progress
1-740537367,Completed,Resolved
1-740537367,Completed,Closed
1-740537385,Accepted,In Progress
1-740537385,Accepted,In Progress
1-740537385,Completed,In Call
1-740537539,Accepted,In Progress
1-740537539,Accepted,In Progress
1-740537539,Queued,Awaiting Assignment
1-740537539,Accepted,In Progress
1-740537539,Accepted,Assigned
1-740537539,Accepted,Assigned
1-740537539,Accepted,In Progress
1-740537539,Completed,Resolved
1-740537539,Completed,Closed
1-740537647,Accepted,In Progress
1-740537647,Accepted,In Progress
1-740537647,Completed,In Call
1-740537705,Accepted,In Progress
1-740537705,Accepted,In Progress
1-740537705,Completed,In Call
1-740537776,Accepted,In Progress
1-740537776,Accepted,In Progress
1-740537776,Accepted,Wait
1-740537776,Accepted,In Progress
1-740537776,Completed,In Call
1-740537782,Accepted,In Progress
1-740537782,Accepted,In Progress
1-740537782,Completed,In Call
1-740537894,Accepted,In Progress
1-740537894,Accepted,In Progress
1-740537894,Completed,In Call
1-740537914,Accepted,In Progress
1-740537914,Accepted,In Progress
1-740537914,Accepted,In Progress
1-740537914,Queued,Awaiting Assignment
1-740537914,Accepted,In Progress
1-740537914,Accepted,Assigned
1-740537914,Accepted,In Progress
1-740537914,Completed,Resolved
1-740537914,Completed,Closed
1-740538038,Accepted,In Progress
1-740538038,Accepted,In Progress
1-740538038,Accepted,In Progress
1-740538038,Accepted,Wait - User
1-740538062,Accepted,In Progress
1-740538062,Accepted,In Progress
1-740538062,Accepted,Wait - User
1-740538062,Completed,Resolved
1-740538135,Accepted,In Progress
1-740538135,Accepted,In Progress
1-740538135,Queued,Awaiting Assignment
1-740538135,Accepted,In Progress
1-740538135,Accepted,Assigned
1-740538135,Accepted,In Progress
1-740538135,Completed,Resolved
1-740538135,Completed,Closed
1-740538543,Accepted,In Progress
1-740538543,Accepted,In Progress
1-740538543,Queued,Awaiting Assignment
1-740538543,Queued,Awaiting Assignment
1-740538543,Accepted,In Progress
1-740538543,Queued,Awaiting Assignment
1-740538543,Accepted,In Progress
1-740538543,Completed,Resolved
1-740538543,Completed,Closed
1-740538607,Accepted,In Progress
1-740538607,Accepted,In Progress
1-740538607,Completed,In Call
1-740538636,Accepted,In Progress
1-740538636,Accepted,In Progress
1-740538636,Completed,Resolved
1-740538636,Completed,Closed
1-740538816,Accepted,In Progress
1-740538816,Accepted,In Progress
1-740538816,Completed,Resolved
1-740538816,Completed,Closed
1-740542029,Accepted,In Progress
1-740542029,Accepted,In Progress
1-740542029,Queued,Awaiting Assignment
1-740542029,Accepted,In Progress
1-740542029,Queued,Awaiting Assignment
1-740542029,Queued,Awaiting Assignment
1-740542029,Accepted,In Progress
1-740542029,Queued,Awaiting Assignment
1-740542029,Accepted,In Progress
1-740542029,Queued,Awaiting Assignment
1-740542029,Accepted,In Progress
1-740542029,Completed,Resolved
1-740542029,Queued,Awaiting Assignment
1-740542029,Accepted,In Progress
1-740542029,Queued,Awaiting Assignment
1-740542029,Accepted,In Progress
1-740542029,Queued,Awaiting Assignment
1-740542029,Accepted,In Progress
1-740542029,Queued,Awaiting Assignment
1-740542029,Accepted,In Progress
1-740542029,Accepted,Wait - User
1-740542029,Accepted,In Progress
1-740542029,Completed,Resolved
1-740542029,Completed,Closed
1-740542062,Accepted,In Progress
1-740542062,Accepted,In Progress
1-740542062,Completed,In Call
1-740542105,Accepted,In Progress
1-740542105,Accepted,In Progress
1-740542105,Queued,Awaiting Assignment
1-740542105,Accepted,In Progress
1-740542105,Completed,Resolved
1-740542105,Completed,Closed
1-740542154,Accepted,In Progress
1-740542154,Accepted,In Progress
1-740542154,Queued,Awaiting Assignment
1-740542154,Accepted,In Progress
1-740542154,Accepted,Assigned
1-740542154,Accepted,In Progress
1-740542154,Accepted,Assigned
1-740542154,Accepted,In Progress
1-740542154,Accepted,Assigned
1-740542154,Accepted,In Progress
1-740542154,Queued,Awaiting Assignment
1-740542154,Accepted,In Progress
1-740542154,Completed,Resolved
1-740542154,Completed,Closed
1-740542219,Accepted,In Progress
1-740542219,Accepted,In Progress
1-740542219,Completed,Resolved
1-740542219,Completed,Closed
1-740542342,Accepted,In Progress
1-740542342,Accepted,In Progress
1-740542342,Queued,Awaiting Assignment
1-740542342,Accepted,In Progress
1-740542342,Completed,Resolved
1-740542342,Completed,Closed
1-740542356,Accepted,In Progress
1-740542356,Accepted,In Progress
1-740542356,Queued,Awaiting Assignment
1-740542356,Accepted,In Progress
1-740542356,Accepted,Assigned
1-740542356,Accepted,In Progress
1-740542356,Accepted,Assigned
1-740542356,Accepted,In Progress
1-740542356,Accepted,Assigned
1-740542356,Accepted,In Progress
1-740542356,Queued,Awaiting Assignment
1-740542356,Accepted,In Progress
1-740542356,Completed,Resolved
1-740542356,Completed,Closed
1-740543015,Accepted,In Progress
1-740543015,Accepted,In Progress
1-740543015,Completed,Resolved
1-740543015,Completed,Closed
1-740543537,Accepted,In Progress
1-740543537,Accepted,In Progress
1-740543537,Completed,In Call
1-740543537,Completed,In Call
1-740543537,Accepted,In Progress
1-740543537,Completed,Resolved
1-740543537,Completed,Closed
1-740543577,Accepted,In Progress
1-740543577,Accepted,In Progress
1-740543577,Completed,Resolved
1-740543577,Completed,Closed
1-740543610,Accepted,In Progress
1-740543610,Accepted,In Progress
1-740543610,Completed,Resolved
1-740543610,Completed,Closed
1-740543621,Accepted,In Progress
1-740543621,Accepted,In Progress
1-740543621,Completed,In Call
1-740545047,Accepted,In Progress
1-740545047,Accepted,In Progress
1-740545047,Completed,In Call
1-740545215,Accepted,In Progress
1-740545215,Accepted,In Progress
1-740545215,Queued,Awaiting Assignment
1-740545215,Accepted,In Progress
1-740545215,Accepted,Assigned
1-740545215,Accepted,In Progress
1-740545215,Accepted,Assigned
1-740545215,Accepted,In Progress
1-740545215,Completed,Resolved
1-740545215,Completed,Closed
1-740545224,Accepted,In Progress
1-740545224,Accepted,In Progress
1-740545224,Completed,In Call
1-740545322,Accepted,In Progress
1-740545322,Accepted,In Progress
1-740545322,Queued,Awaiting Assignment
1-740545322,Accepted,In Progress
1-740545322,Accepted,In Progress
1-740545322,Completed,Resolved
1-740545322,Completed,Closed
1-740545470,Accepted,In Progress
1-740545470,Accepted,In Progress
1-740545470,Queued,Awaiting Assignment
1-740545470,Accepted,In Progress
1-740545470,Queued,Awaiting Assignment
1-740545470,Accepted,In Progress
1-740545470,Completed,Resolved
1-740545470,Completed,Closed
1-740545478,Accepted,In Progress
1-740545478,Accepted,In Progress
1-740545478,Accepted,Wait
1-740545478,Completed,Resolved
1-740545478,Completed,Closed
1-740545598,Accepted,In Progress
1-740545598,Accepted,In Progress
1-740545598,Completed,Resolved
1-740545598,Completed,Closed
1-740545682,Accepted,In Progress
1-740545682,Accepted,In Progress
1-740545682,Accepted,In Progress
1-740545682,Completed,Resolved
1-740545682,Completed,Closed
1-740545722,Accepted,In Progress
1-740545722,Accepted,In Progress
1-740545722,Queued,Awaiting Assignment
1-740545722,Accepted,In Progress
1-740545722,Accepted,Wait - User
1-740545722,Completed,Resolved
1-740545722,Completed,Closed
1-740550181,Accepted,In Progress
1-740550181,Accepted,In Progress
1-740550181,Queued,Awaiting Assignment
1-740550181,Accepted,In Progress
1-740550181,Accepted,Wait - Implementation
1-740550181,Accepted,Wait - User
1-740550181,Completed,Resolved
1-740550181,Queued,Awaiting Assignment
